"GEOID","NAME","S0101_C01_002","S0101_C01_003","S0101_C01_004","S0101_C01_021"
"29036","ZCTA5 29036",1220,1924,1994,1095
"29037","ZCTA5 29037",165,58,43,8
"29038","ZCTA5 29038",104,147,108,188
"29039","ZCTA5 29039",94,71,88,51
"29040","ZCTA5 29040",681,597,765,266
"29042","ZCTA5 29042",304,185,316,198
"29044","ZCTA5 29044",171,264,23,130
"29045","ZCTA5 29045",1649,1821,2206,1240
"29046","ZCTA5 29046",0,0,0,0
"29047","ZCTA5 29047",122,183,311,104
"29048","ZCTA5 29048",209,338,280,184
"29051","ZCTA5 29051",6,9,15,7
"29052","ZCTA5 29052",27,191,297,0
"29053","ZCTA5 29053",1293,1839,1628,1013
"29054","ZCTA5 29054",443,650,610,372
"29055","ZCTA5 29055",109,151,439,241
"29056","ZCTA5 29056",93,30,66,86
"29058","ZCTA5 29058",220,567,475,420
"29059","ZCTA5 29059",158,384,346,241
"29061","ZCTA5 29061",725,1006,641,351
"29062","ZCTA5 29062",0,0,0,0
"29063","ZCTA5 29063",1464,2956,2914,2051
"29065","ZCTA5 29065",23,0,78,9
"29067","ZCTA5 29067",675,794,807,297
"29069","ZCTA5 29069",346,267,445,266
"29070","ZCTA5 29070",690,915,1207,533
"29072","ZCTA5 29072",3499,4628,5687,3155
"29073","ZCTA5 29073",3585,3631,3938,2248
"29074","ZCTA5 29074",0,0,0,0
"29075","ZCTA5 29075",85,74,210,35
"29078","ZCTA5 29078",748,1275,1074,647
"29079","ZCTA5 29079",0,0,0,0
"29080","ZCTA5 29080",105,149,145,84
"29081","ZCTA5 29081",32,40,25,4
"29082","ZCTA5 29082",10,13,8,15
"29101","ZCTA5 29101",198,161,99,63
"29102","ZCTA5 29102",801,1013,860,571
"29104","ZCTA5 29104",63,44,115,106
"29105","ZCTA5 29105",36,46,73,62
"29107","ZCTA5 29107",70,226,233,110
"29108","ZCTA5 29108",1058,1221,1307,821
"29111","ZCTA5 29111",57,95,81,76
"29112","ZCTA5 29112",216,144,259,44
"29113","ZCTA5 29113",207,179,115,111
"29114","ZCTA5 29114",77,60,121,142
"29115","ZCTA5 29115",1606,1830,1521,1166
"29117","ZCTA5 29117",0,0,0,0
"29118","ZCTA5 29118",1065,754,1231,435
"29122","ZCTA5 29122",36,0,0,0
"29123","ZCTA5 29123",587,503,469,409
"29125","ZCTA5 29125",178,121,252,86
"29126","ZCTA5 29126",59,139,200,134
"29127","ZCTA5 29127",517,393,712,300
"29128","ZCTA5 29128",21,180,161,291
"29129","ZCTA5 29129",370,106,502,417
"29130","ZCTA5 29130",140,174,140,207
"29133","ZCTA5 29133",89,108,132,65
"29135","ZCTA5 29135",425,463,473,291
"29137","ZCTA5 29137",91,159,162,120
"29138","ZCTA5 29138",731,657,490,459
"29142","ZCTA5 29142",160,189,328,196
"29145","ZCTA5 29145",18,57,80,38
"29146","ZCTA5 29146",50,86,80,37
"29148","ZCTA5 29148",252,136,301,153
"29150","ZCTA5 29150",2257,2537,2973,1853
"29152","ZCTA5 29152",136,277,36,16
"29153","ZCTA5 29153",753,1181,796,448
"29154","ZCTA5 29154",2528,1978,1869,859
"29160","ZCTA5 29160",191,302,500,494
"29161","ZCTA5 29161",427,511,370,536
"29162","ZCTA5 29162",128,108,307,164
"29163","ZCTA5 29163",27,57,155,115
"29164","ZCTA5 29164",512,586,293,110
"29166","ZCTA5 29166",31,14,34,38
"29168","ZCTA5 29168",94,149,4,239
"29169","ZCTA5 29169",1430,774,956,539
"29170","ZCTA5 29170",1247,1138,1201,952
"29172","ZCTA5 29172",562,598,644,398
"29175","ZCTA5 29175",0,0,0,43
"29177","ZCTA5 29177",0,0,0,0
"29178","ZCTA5 29178",208,215,179,169
"29180","ZCTA5 29180",727,568,1045,403
"29201","ZCTA5 29201",459,294,515,211
"29203","ZCTA5 29203",2819,2141,2729,1931
"29204","ZCTA5 29204",723,793,504,411
"29205","ZCTA5 29205",1372,998,1098,803
"29206","ZCTA5 29206",1844,1500,1315,653
"29207","ZCTA5 29207",6,0,2,258
"29208","ZCTA5 29208",0,0,0,10
"29209","ZCTA5 29209",2450,2441,2878,1560
"29210","ZCTA5 29210",2377,2105,1799,1238
"29212","ZCTA5 29212",1435,1411,1432,1226
"29223","ZCTA5 29223",2973,2921,4166,2226
"29225","ZCTA5 29225",0,0,0,0
"29229","ZCTA5 29229",3382,3883,4574,2671
"29301","ZCTA5 29301",2139,2198,2082,1514
"29302","ZCTA5 29302",1456,1016,1088,842
"29303","ZCTA5 29303",1792,1609,1479,1204
"29306","ZCTA5 29306",1389,1371,1464,754
"29307","ZCTA5 29307",832,1073,1018,572
"29316","ZCTA5 29316",2268,2015,2485,1183
"29320","ZCTA5 29320",28,29,83,0
"29321","ZCTA5 29321",265,388,305,179
"29322","ZCTA5 29322",495,699,862,367
"29323","ZCTA5 29323",834,917,1349,656
"29324","ZCTA5 29324",0,18,19,0
"29325","ZCTA5 29325",986,764,549,572
"29329","ZCTA5 29329",31,66,32,0
"29330","ZCTA5 29330",324,449,417,506
"29331","ZCTA5 29331",0,0,0,0
"29332","ZCTA5 29332",136,282,211,107
"29333","ZCTA5 29333",0,0,0,0
"29334","ZCTA5 29334",1035,1386,1679,642
"29335","ZCTA5 29335",145,186,363,211
"29338","ZCTA5 29338",0,0,0,0
"29340","ZCTA5 29340",1030,1186,1446,707
"29341","ZCTA5 29341",1447,1367,928,844
"29346","ZCTA5 29346",0,19,27,0
"29349","ZCTA5 29349",1907,2688,2211,1263
"29351","ZCTA5 29351",77,48,46,0
"29353","ZCTA5 29353",126,115,143,154
"29355","ZCTA5 29355",69,0,29,14
"29356","ZCTA5 29356",340,526,400,341
"29360","ZCTA5 29360",970,1896,1270,962
"29364","ZCTA5 29364",19,44,28,5
"29365","ZCTA5 29365",1025,984,1274,857
"29368","ZCTA5 29368",77,0,8,8
"29369","ZCTA5 29369",770,898,1596,762
"29370","ZCTA5 29370",0,29,0,0
"29372","ZCTA5 29372",117,221,164,82
"29373","ZCTA5 29373",7,0,1,54
"29374","ZCTA5 29374",183,132,121,136
"29375","ZCTA5 29375",0,0,3,16
"29376","ZCTA5 29376",434,595,416,315
"29377","ZCTA5 29377",0,34,0,70
"29378","ZCTA5 29378",0,0,0,0
"29379","ZCTA5 29379",967,1068,907,551
"29384","ZCTA5 29384",236,138,128,32
"29385","ZCTA5 29385",583,545,613,410
"29388","ZCTA5 29388",901,945,885,628
"29401","ZCTA5 29401",222,155,505,246
"29403","ZCTA5 29403",913,834,792,302
"29404","ZCTA5 29404",413,100,57,30
"29405","ZCTA5 29405",1628,1170,1392,708
"29406","ZCTA5 29406",2520,2128,2201,838
"29407","ZCTA5 29407",2365,1958,1774,769
"29409","ZCTA5 29409",7,6,0,32
"29410","ZCTA5 29410",1550,1449,1471,972
"29412","ZCTA5 29412",2286,3067,1709,1131
"29414","ZCTA5 29414",2330,2430,1699,1701
"29418","ZCTA5 29418",1726,1214,1390,1133
"29420","ZCTA5 29420",1072,1297,1969,1070
"29424","ZCTA5 29424",0,0,0,45
"29425","ZCTA5 29425",0,0,0,0
"29426","ZCTA5 29426",12,133,139,128
"29429","ZCTA5 29429",176,197,171,205
"29431","ZCTA5 29431",480,533,462,413
"29432","ZCTA5 29432",57,142,123,87
"29434","ZCTA5 29434",42,25,33,39
"29435","ZCTA5 29435",300,440,413,185
"29436","ZCTA5 29436",193,253,175,120
"29437","ZCTA5 29437",167,128,143,90
"29438","ZCTA5 29438",60,13,53,57
"29439","ZCTA5 29439",8,0,17,0
"29440","ZCTA5 29440",1114,1443,1603,856
"29445","ZCTA5 29445",3174,4006,3852,2072
"29446","ZCTA5 29446",149,0,113,43
"29448","ZCTA5 29448",59,276,84,25
"29449","ZCTA5 29449",358,190,720,390
"29450","ZCTA5 29450",234,82,173,123
"29451","ZCTA5 29451",150,206,246,99
"29452","ZCTA5 29452",8,0,18,21
"29453","ZCTA5 29453",81,171,40,114
"29455","ZCTA5 29455",1375,748,1169,558
"29456","ZCTA5 29456",2683,3804,2212,1196
"29458","ZCTA5 29458",143,169,84,130
"29461","ZCTA5 29461",2741,3024,3084,1918
"29464","ZCTA5 29464",2932,2944,2413,1651
"29466","ZCTA5 29466",2610,2452,4474,2301
"29468","ZCTA5 29468",60,169,120,19
"29469","ZCTA5 29469",0,0,15,0
"29470","ZCTA5 29470",249,212,352,191
"29471","ZCTA5 29471",118,89,32,4
"29472","ZCTA5 29472",393,578,911,400
"29474","ZCTA5 29474",20,56,0,0
"29475","ZCTA5 29475",95,208,176,0
"29477","ZCTA5 29477",172,337,468,303
"29479","ZCTA5 29479",496,477,388,254
"29481","ZCTA5 29481",58,214,150,22
"29482","ZCTA5 29482",42,90,121,119
"29483","ZCTA5 29483",3862,3151,4456,2438
"29485","ZCTA5 29485",3702,4258,5131,2659
"29486","ZCTA5 29486",3115,3310,3161,2270
"29487","ZCTA5 29487",5,99,356,44
"29488","ZCTA5 29488",1314,1652,1237,1164
"29492","ZCTA5 29492",1021,1220,858,660
"29493","ZCTA5 29493",4,8,5,9
"29501","ZCTA5 29501",3094,3634,3747,2133
"29505","ZCTA5 29505",1276,1570,1769,933
"29506","ZCTA5 29506",1240,982,1158,791
"29510","ZCTA5 29510",512,918,720,429
"29511","ZCTA5 29511",243,266,507,432
"29512","ZCTA5 29512",849,749,1073,545
"29516","ZCTA5 29516",116,68,70,3
"29518","ZCTA5 29518",93,25,44,84
"29519","ZCTA5 29519",22,21,68,37
"29520","ZCTA5 29520",605,755,649,634
"29525","ZCTA5 29525",126,34,70,28
"29526","ZCTA5 29526",2150,2433,2467,1574
"29527","ZCTA5 29527",1459,1449,2040,1505
"29530","ZCTA5 29530",84,313,176,201
"29532","ZCTA5 29532",1083,891,983,834
"29536","ZCTA5 29536",1211,1075,1078,663
"29540","ZCTA5 29540",140,206,117,210
"29541","ZCTA5 29541",489,754,674,381
"29543","ZCTA5 29543",11,0,8,7
"29544","ZCTA5 29544",349,620,619,272
"29545","ZCTA5 29545",259,91,311,116
"29546","ZCTA5 29546",33,32,378,80
"29547","ZCTA5 29547",106,150,121,185
"29550","ZCTA5 29550",1904,2186,2042,1320
"29554","ZCTA5 29554",726,572,438,194
"29555","ZCTA5 29555",540,341,954,272
"29556","ZCTA5 29556",516,634,816,346
"29560","ZCTA5 29560",508,442,828,362
"29563","ZCTA5 29563",23,97,161,41
"29564","ZCTA5 29564",22,21,102,84
"29565","ZCTA5 29565",472,399,439,379
"29566","ZCTA5 29566",552,981,749,439
"29567","ZCTA5 29567",17,26,36,15
"29568","ZCTA5 29568",1068,545,609,406
"29569","ZCTA5 29569",778,960,1275,664
"29570","ZCTA5 29570",247,176,439,259
"29571","ZCTA5 29571",710,819,887,660
"29572","ZCTA5 29572",280,405,347,263
"29574","ZCTA5 29574",681,645,665,328
"29575","ZCTA5 29575",447,250,838,440
"29576","ZCTA5 29576",518,1036,973,746
"29577","ZCTA5 29577",2115,1537,1566,992
"29579","ZCTA5 29579",2468,2786,3717,1962
"29580","ZCTA5 29580",83,78,44,103
"29581","ZCTA5 29581",259,385,391,92
"29582","ZCTA5 29582",682,676,398,350
"29583","ZCTA5 29583",332,398,360,226
"29584","ZCTA5 29584",124,79,141,143
"29585","ZCTA5 29585",646,331,817,722
"29588","ZCTA5 29588",2391,3016,3209,1727
"29589","ZCTA5 29589",0,0,0,0
"29590","ZCTA5 29590",128,69,137,124
"29591","ZCTA5 29591",186,240,206,226
"29592","ZCTA5 29592",57,55,15,6
"29593","ZCTA5 29593",47,263,144,34
"29594","ZCTA5 29594",7,6,15,10
"29596","ZCTA5 29596",35,162,121,58
"29601","ZCTA5 29601",339,469,352,181
"29605","ZCTA5 29605",3309,3535,2328,1484
"29607","ZCTA5 29607",2453,2203,2251,1634
"29609","ZCTA5 29609",2176,1429,1830,904
"29611","ZCTA5 29611",2439,2093,2338,2149
"29613","ZCTA5 29613",0,0,0,36
"29614","ZCTA5 29614",0,0,0,30
"29615","ZCTA5 29615",1856,1921,2388,1386
"29617","ZCTA5 29617",1576,1674,1410,803
"29620","ZCTA5 29620",389,625,977,366
"29621","ZCTA5 29621",2265,2686,2815,1895
"29624","ZCTA5 29624",1055,1189,1140,533
"29625","ZCTA5 29625",1047,1722,1367,960
"29626","ZCTA5 29626",755,545,1009,598
"29627","ZCTA5 29627",987,1440,854,582
"29628","ZCTA5 29628",146,129,67,68
"29630","ZCTA5 29630",905,616,773,466
"29631","ZCTA5 29631",126,415,706,628
"29634","ZCTA5 29634",0,0,0,83
"29635","ZCTA5 29635",198,219,29,5
"29638","ZCTA5 29638",277,307,136,98
"29639","ZCTA5 29639",105,62,137,80
"29640","ZCTA5 29640",1764,1764,2471,1263
"29642","ZCTA5 29642",2067,2169,2026,1586
"29643","ZCTA5 29643",119,170,248,40
"29644","ZCTA5 29644",1442,1789,1599,895
"29645","ZCTA5 29645",628,842,665,452
"29646","ZCTA5 29646",1554,2504,1830,1251
"29649","ZCTA5 29649",1425,1606,1073,612
"29650","ZCTA5 29650",2368,3496,3220,1276
"29651","ZCTA5 29651",3726,3701,3514,2589
"29653","ZCTA5 29653",123,185,195,143
"29654","ZCTA5 29654",721,759,536,237
"29655","ZCTA5 29655",439,322,457,653
"29657","ZCTA5 29657",1185,1559,957,516
"29658","ZCTA5 29658",18,0,39,0
"29659","ZCTA5 29659",5,4,2,6
"29661","ZCTA5 29661",201,260,275,159
"29662","ZCTA5 29662",637,734,986,874
"29664","ZCTA5 29664",31,89,278,17
"29665","ZCTA5 29665",0,0,23,22
"29666","ZCTA5 29666",351,511,491,371
"29667","ZCTA5 29667",6,9,11,27
"29669","ZCTA5 29669",842,1219,1151,622
"29670","ZCTA5 29670",717,758,517,563
"29671","ZCTA5 29671",851,1117,1462,677
"29672","ZCTA5 29672",570,523,767,354
"29673","ZCTA5 29673",1669,2246,2314,1154
"29676","ZCTA5 29676",255,24,90,95
"29678","ZCTA5 29678",1280,1388,1379,675
"29680","ZCTA5 29680",2144,2638,2727,1098
"29681","ZCTA5 29681",4206,5411,5787,3400
"29682","ZCTA5 29682",96,382,215,145
"29683","ZCTA5 29683",18,33,37,19
"29684","ZCTA5 29684",411,545,232,155
"29685","ZCTA5 29685",140,45,77,40
"29686","ZCTA5 29686",0,54,49,26
"29687","ZCTA5 29687",2867,2432,2715,1973
"29689","ZCTA5 29689",286,199,126,113
"29690","ZCTA5 29690",1725,1684,1601,924
"29691","ZCTA5 29691",574,657,774,614
"29692","ZCTA5 29692",819,223,236,213
"29693","ZCTA5 29693",630,800,924,613
"29696","ZCTA5 29696",120,352,480,337
"29697","ZCTA5 29697",650,714,848,714
"29702","ZCTA5 29702",653,983,872,404
"29704","ZCTA5 29704",72,91,184,266
"29706","ZCTA5 29706",1058,847,1393,886
"29707","ZCTA5 29707",2351,2639,2021,827
"29708","ZCTA5 29708",2326,3587,3366,1690
"29709","ZCTA5 29709",272,443,503,189
"29710","ZCTA5 29710",2226,2639,3869,1921
"29712","ZCTA5 29712",122,133,57,19
"29714","ZCTA5 29714",232,390,344,211
"29715","ZCTA5 29715",2742,3669,3835,2402
"29717","ZCTA5 29717",137,88,65,38
"29718","ZCTA5 29718",233,275,312,125
"29720","ZCTA5 29720",2655,2322,3646,2140
"29724","ZCTA5 29724",0,0,0,0
"29726","ZCTA5 29726",91,158,96,55
"29727","ZCTA5 29727",140,159,94,56
"29728","ZCTA5 29728",580,665,570,277
"29729","ZCTA5 29729",131,89,76,55
"29730","ZCTA5 29730",3195,3623,3406,2202
"29732","ZCTA5 29732",3350,3932,2991,2396
"29733","ZCTA5 29733",0,0,0,23
"29741","ZCTA5 29741",52,98,44,28
"29742","ZCTA5 29742",170,53,79,49
"29743","ZCTA5 29743",149,63,62,48
"29745","ZCTA5 29745",1622,2073,2591,1302
"29801","ZCTA5 29801",1340,1649,1841,1335
"29803","ZCTA5 29803",2059,2219,1843,1406
"29805","ZCTA5 29805",208,206,401,103
"29809","ZCTA5 29809",201,121,101,44
"29810","ZCTA5 29810",268,290,244,150
"29812","ZCTA5 29812",762,723,825,447
"29816","ZCTA5 29816",222,47,21,0
"29817","ZCTA5 29817",276,240,162,143
"29819","ZCTA5 29819",11,24,81,65
"29821","ZCTA5 29821",75,45,110,62
"29824","ZCTA5 29824",191,371,282,226
"29826","ZCTA5 29826",2,0,2,0
"29827","ZCTA5 29827",97,41,200,95
"29828","ZCTA5 29828",20,22,0,8
"29829","ZCTA5 29829",739,1089,1254,636
"29831","ZCTA5 29831",296,196,226,110
"29832","ZCTA5 29832",306,143,351,310
"29834","ZCTA5 29834",61,11,103,39
"29835","ZCTA5 29835",162,87,318,137
"29836","ZCTA5 29836",0,18,0,0
"29838","ZCTA5 29838",14,17,67,54
"29840","ZCTA5 29840",12,0,0,0
"29841","ZCTA5 29841",2048,1682,2081,1251
"29842","ZCTA5 29842",323,418,487,239
"29843","ZCTA5 29843",45,106,100,22
"29844","ZCTA5 29844",1,0,0,0
"29845","ZCTA5 29845",38,22,33,17
"29847","ZCTA5 29847",325,172,216,119
"29848","ZCTA5 29848",25,49,88,68
"29849","ZCTA5 29849",0,38,0,6
"29851","ZCTA5 29851",550,559,792,526
"29853","ZCTA5 29853",419,387,374,313
"29856","ZCTA5 29856",230,168,331,57
"29860","ZCTA5 29860",673,1172,1042,384
"29899","ZCTA5 29899",0,0,0,0
"29902","ZCTA5 29902",1384,798,643,542
"29904","ZCTA5 29904",0,0,0,16
"29905","ZCTA5 29905",0,0,0,21
"29906","ZCTA5 29906",2305,1933,2410,794
"29907","ZCTA5 29907",751,689,848,581
"29909","ZCTA5 29909",337,501,614,449
"29910","ZCTA5 29910",2538,2892,3363,2248
"29911","ZCTA5 29911",49,54,81,48
"29912","ZCTA5 29912",0,0,0,0
"29915","ZCTA5 29915",6,25,14,8
"29916","ZCTA5 29916",98,115,55,58
"29918","ZCTA5 29918",318,168,249,161
"29920","ZCTA5 29920",512,202,669,185
"29921","ZCTA5 29921",28,56,32,7
"29922","ZCTA5 29922",96,25,64,59
"29923","ZCTA5 29923",5,11,11,0
"29924","ZCTA5 29924",237,360,180,156
"29926","ZCTA5 29926",889,799,1314,673
"29927","ZCTA5 29927",904,602,559,241
"29928","ZCTA5 29928",138,305,452,166
"29929","ZCTA5 29929",83,268,0,41
"29932","ZCTA5 29932",9,10,5,0
"29934","ZCTA5 29934",52,11,68,40
"29935","ZCTA5 29935",172,108,160,231
"29936","ZCTA5 29936",649,848,853,525
"29939","ZCTA5 29939",0,0,11,0
"29940","ZCTA5 29940",105,44,124,89
"29941","ZCTA5 29941",0,0,0,0
"29943","ZCTA5 29943",0,0,0,63
"29944","ZCTA5 29944",206,356,330,201
"29945","ZCTA5 29945",69,128,203,170
"30002","ZCTA5 30002",365,204,228,224
"30004","ZCTA5 30004",4657,4899,5146,3375
"30005","ZCTA5 30005",1626,3559,3297,2298
"30008","ZCTA5 30008",2013,2335,3082,1505
"30009","ZCTA5 30009",1019,1314,1522,924
"30011","ZCTA5 30011",1292,1642,1802,1162
"30012","ZCTA5 30012",1298,1928,2955,1796
"30013","ZCTA5 30013",1773,1860,2053,1476
"30014","ZCTA5 30014",2184,2169,3201,2315
"30016","ZCTA5 30016",4227,4242,4978,2786
"30017","ZCTA5 30017",1470,1407,2155,1141
"30018","ZCTA5 30018",3,10,14,0
"30019","ZCTA5 30019",2946,3900,4203,2635
"30021","ZCTA5 30021",3420,2888,3071,1245
"30022","ZCTA5 30022",2825,3624,5814,3794
"30024","ZCTA5 30024",3654,6872,7146,5180
"30025","ZCTA5 30025",571,532,972,774
"30028","ZCTA5 30028",2051,3591,3544,1730
"30030","ZCTA5 30030",1945,2422,2879,1204
"30032","ZCTA5 30032",2553,1949,2155,843
"30033","ZCTA5 30033",1746,1500,1758,813
"30034","ZCTA5 30034",1901,2816,2434,1225
"30035","ZCTA5 30035",1314,1593,1733,957
"30038","ZCTA5 30038",2236,1909,2938,2823
"30039","ZCTA5 30039",3254,2912,4162,2645
"30040","ZCTA5 30040",4795,6002,5877,3622
"30041","ZCTA5 30041",3855,5531,6452,4208
"30043","ZCTA5 30043",5390,5445,6171,4310
"30044","ZCTA5 30044",7062,7847,8724,4662
"30045","ZCTA5 30045",2744,3279,3845,3016
"30046","ZCTA5 30046",2605,2895,2946,1837
"30047","ZCTA5 30047",3771,6286,6211,3998
"30052","ZCTA5 30052",3851,6298,6559,3961
"30054","ZCTA5 30054",535,805,503,260
"30055","ZCTA5 30055",111,263,401,75
"30056","ZCTA5 30056",123,105,208,151
"30058","ZCTA5 30058",3888,3635,5301,2500
"30060","ZCTA5 30060",2364,3001,2902,2011
"30062","ZCTA5 30062",3469,3958,5071,2755
"30064","ZCTA5 30064",2558,4095,3788,2273
"30066","ZCTA5 30066",3367,4177,4195,2297
"30067","ZCTA5 30067",3242,2690,2427,1609
"30068","ZCTA5 30068",1793,2054,2408,1863
"30070","ZCTA5 30070",0,6,6,0
"30071","ZCTA5 30071",1849,2033,2722,1481
"30072","ZCTA5 30072",50,12,61,22
"30075","ZCTA5 30075",2661,3962,4274,2482
"30076","ZCTA5 30076",3145,3060,3522,3048
"30078","ZCTA5 30078",1828,2515,3043,2164
"30079","ZCTA5 30079",477,759,454,59
"30080","ZCTA5 30080",3899,3244,2337,1252
"30082","ZCTA5 30082",2198,1598,1330,1172
"30083","ZCTA5 30083",4101,4708,4374,2631
"30084","ZCTA5 30084",2230,1891,2012,1352
"30087","ZCTA5 30087",1709,1703,2506,1519
"30088","ZCTA5 30088",1981,1283,1864,924
"30090","ZCTA5 30090",0,0,0,0
"30092","ZCTA5 30092",2062,2527,2439,927
"30093","ZCTA5 30093",3077,3505,3915,2202
"30094","ZCTA5 30094",2096,2023,2334,1526
"30096","ZCTA5 30096",4984,4332,4153,2707
"30097","ZCTA5 30097",2015,2674,3607,2474
"30101","ZCTA5 30101",3389,4834,5217,3997
"30102","ZCTA5 30102",2713,2551,3262,1859
"30103","ZCTA5 30103",774,889,952,582
"30104","ZCTA5 30104",554,434,429,207
"30105","ZCTA5 30105",115,89,47,108
"30106","ZCTA5 30106",1318,1343,1466,806
"30107","ZCTA5 30107",952,1317,1353,805
"30108","ZCTA5 30108",446,271,400,284
"30110","ZCTA5 30110",831,1153,890,493
"30111","ZCTA5 30111",0,0,0,0
"30113","ZCTA5 30113",155,459,391,232
"30114","ZCTA5 30114",3848,3874,5699,2219
"30115","ZCTA5 30115",2623,3938,3881,2623
"30116","ZCTA5 30116",1426,1099,1455,1106
"30117","ZCTA5 30117",2625,2376,2154,1588
"30118","ZCTA5 30118",0,0,0,4
"30120","ZCTA5 30120",2994,2567,3384,2117
"30121","ZCTA5 30121",1357,1547,1534,1013
"30122","ZCTA5 30122",1978,1335,2761,978
"30124","ZCTA5 30124",78,154,140,132
"30125","ZCTA5 30125",1456,1366,1642,1358
"30126","ZCTA5 30126",2987,2710,2665,1620
"30127","ZCTA5 30127",3638,3568,5377,3656
"30132","ZCTA5 30132",3221,2848,3727,2618
"30134","ZCTA5 30134",2850,3129,3566,2391
"30135","ZCTA5 30135",3572,4866,5456,3467
"30137","ZCTA5 30137",107,136,215,32
"30139","ZCTA5 30139",164,286,384,183
"30141","ZCTA5 30141",1287,1856,2728,1179
"30143","ZCTA5 30143",1208,953,1683,1006
"30144","ZCTA5 30144",3052,3809,2750,2144
"30145","ZCTA5 30145",360,643,476,537
"30147","ZCTA5 30147",265,369,223,314
"30148","ZCTA5 30148",42,6,5,58
"30149","ZCTA5 30149",2,0,16,23
"30152","ZCTA5 30152",2095,2489,3405,2540
"30153","ZCTA5 30153",1207,1529,1175,578
"30157","ZCTA5 30157",3640,3126,4451,2322
"30161","ZCTA5 30161",1788,2441,2252,1233
